Time_on_site,Pages_viewed,Clicked_ad,Cart_value,Referral,Browser_Refresh_Rate,Last_Ad_Seen,Purchase,ID,Date_Accessed
6.95,21.2,0,39.35,Direct,77.67,D,1,1,2025-04-30
8.13,19.38,0,101.49,Google,109.9,D,1,214,2025-06-18
7.81,19.48,0,67.14,Instagram,37.12,C,0,279,2025-05-04
5.47,13.91,0,10.0,Direct,41.97,A,0,81,2025-07-04
4.18,9.48,0,23.31,Facebook,57.05,A,0,29,2025-02-15
2.37,5.01,1,54.71,Facebook,81.54,A,1,55,2025-07-07
3.25,9.5,1,10.0,Google,166.01,C,0,54,2025-04-27
6.17,11.87,1,153.18,Google,119.84,A,1,173,2025-06-02
4.29,12.02,0,13.16,Google,119.25,D,0,146,2025-07-19
9.1,21.85,0,33.38,Google,19.98,B,1,16,2025-02-14
7.88,18.41,0,10.0,Facebook,75.34,B,1,136,2025-04-26
3.5,9.32,0,10.0,Google,32.23,D,1,153,2025-03-30
1.96,5.38,1,21.1,Instagram,114.07,A,0,286,2025-01-19
3.63,7.21,0,10.0,Google,77.32,C,0,251,2025-06-12
7.66,19.06,0,13.81,Facebook,161.08,B,1,205,2025-01-23
3.69,8.43,0,33.79,Google,92.69,A,0,209,2025-02-03
6.36,13.59,1,42.27,Facebook,60.66,B,0,78,2025-07-13
3.59,5.23,1,89.6,Google,158.85,B,0,18,2025-05-06
5.86,17.16,0,14.49,Google,98.37,D,0,269,2025-06-01
6.32,18.64,0,76.71,Instagram,43.35,D,0,197,2025-02-25
7.46,14.34,1,200.49,Facebook,16.6,B,0,254,2025-05-31
8.58,21.04,0,133.19,Direct,93.73,B,1,2,2025-01-30
8.28,15.66,0,10.0,Direct,122.46,D,0,270,2025-05-16
3.67,8.55,0,28.29,Google,105.87,B,0,227,2025-03-14
4.63,10.12,0,53.33,Google,65.97,C,0,206,2025-03-09
2.07,6.57,1,10.0,Instagram,99.34,D,0,166,2025-05-05
4.41,8.02,0,25.52,Google,51.19,A,0,9,2025-06-02
5.06,8.14,0,118.96,Facebook,55.77,D,0,118,2025-03-11
3.99,9.28,0,96.7,Google,5.46,B,0,1,2025-05-30
3.74,8.82,1,10.0,Facebook,84.47,D,1,73,2025-04-25
7.58,26.41,0,73.88,Instagram,131.91,D,0,148,2025-02-11
7.27,15.42,0,74.09,Direct,92.28,D,0,134,2025-04-02
6.0,19.43,0,10.0,Instagram,95.25,A,0,268,2025-07-08
1.81,4.97,0,53.15,Facebook,182.56,D,0,80,2025-03-28
5.5,18.31,0,71.05,Google,189.41,C,0,26,2025-06-14
4.04,10.66,0,11.33,Google,70.27,B,0,273,2025-04-15
8.29,14.05,0,66.34,Google,107.89,A,0,223,2025-02-24
0.5,1.02,1,100.08,Google,210.12,C,1,37,2025-05-06
3.6,10.0,0,38.59,Facebook,37.85,C,0,1,2025-02-17
3.53,7.27,1,10.0,Instagram,18.7,B,0,208,2025-01-01
3.83,14.17,0,138.15,Facebook,63.32,B,0,282,2025-07-31
7.39,11.73,0,30.31,Facebook,77.38,B,0,193,2025-07-27
0.5,1.09,0,70.52,Facebook,173.49,A,0,238,2025-07-16
4.48,12.26,1,82.86,Google,53.2,A,0,179,2025-06-12
7.13,17.9,0,55.52,Direct,45.73,D,1,125,2025-06-09
7.45,16.88,0,10.0,Instagram,256.81,C,1,201,2025-01-11
3.63,11.7,0,128.55,Facebook,75.76,B,0,71,2025-03-16
3.3,8.38,0,93.05,Instagram,118.1,D,0,117,2025-05-07
5.87,17.83,1,44.22,Google,117.16,C,1,168,2025-04-03
5.38,12.32,0,40.46,Facebook,143.81,D,0,299,2025-01-23
5.17,15.63,1,20.1,Direct,105.86,A,1,98,2025-02-01
0.5,1.31,1,126.63,Google,55.77,C,1,246,2025-07-18
2.18,3.69,0,38.59,Google,107.99,B,0,211,2025-02-14
2.84,5.38,0,39.28,Google,126.06,D,0,106,2025-03-23
6.61,20.25,0,48.87,Google,95.74,D,0,190,2025-01-30
1.4,3.5,0,24.86,Google,90.41,C,0,29,2025-03-14
2.38,7.32,0,19.74,Instagram,157.16,A,0,225,2025-01-09
4.61,13.22,0,74.5,Google,47.33,A,0,67,2025-02-27
1.78,3.46,0,70.82,Google,138.13,B,0,111,2025-05-21
6.61,12.59,0,44.43,Google,114.52,A,0,131,2025-01-03
4.02,9.85,0,55.21,Facebook,137.27,B,0,165,2025-01-08
9.58,24.77,1,46.13,Facebook,80.26,B,1,167,2025-05-23
3.43,7.37,0,30.61,Google,138.05,C,0,178,2025-01-30
3.56,9.81,0,85.73,Direct,118.14,B,0,91,2025-05-04
7.01,16.78,0,10.0,Google,73.23,C,1,9,2025-05-31
3.36,7.13,0,78.17,Google,21.13,C,0,168,2025-07-26
8.78,23.07,0,13.74,Instagram,-8.77,C,0,195,2025-04-12
6.21,13.52,0,10.0,Direct,93.28,A,0,39,2025-04-25
4.24,7.52,0,140.86,Direct,58.21,A,1,30,2025-05-09
4.6,15.11,0,47.16,Instagram,76.31,B,0,71,2025-06-07
10.0,15.16,0,48.06,Google,60.87,D,1,132,2025-05-18
6.22,10.4,0,123.02,Direct,92.06,B,0,274,2025-05-09
5.38,15.67,0,12.35,Facebook,94.62,A,0,164,2025-01-29
4.67,12.29,0,35.68,Direct,147.24,B,0,87,2025-06-04
7.59,16.83,0,300.0,Google,55.52,C,1,13,2025-03-28
1.2,4.18,0,23.82,Google,123.93,D,0,212,2025-02-01
4.55,10.47,0,118.6,Direct,43.08,A,0,88,2025-05-06
0.5,1.22,0,58.69,Google,-35.64,D,0,52,2025-03-17
3.67,9.19,1,51.7,Google,121.1,D,1,28,2025-02-21
7.12,19.98,0,10.0,Google,48.57,B,1,73,2025-02-12
8.46,24.06,0,73.56,Direct,159.19,D,0,55,2025-03-17
6.51,20.73,0,10.0,Facebook,64.42,D,1,150,2025-01-10
6.6,14.96,0,10.0,Google,81.05,B,0,47,2025-03-23
0.71,1.76,0,82.4,Facebook,24.64,A,0,198,2025-05-26
3.3,7.77,0,33.86,Google,132.67,A,0,4,2025-05-17
8.69,15.94,0,35.85,Instagram,130.95,A,1,61,2025-02-18
3.69,8.62,0,39.18,Google,116.44,C,0,42,2025-01-10
4.66,12.43,0,10.32,Google,132.36,D,0,11,2025-04-05
2.99,7.64,0,13.47,Direct,35.58,C,0,243,2025-03-26
2.67,8.57,0,114.33,Instagram,109.2,D,0,86,2025-01-17
3.82,9.94,1,37.3,Direct,57.11,A,0,163,2025-04-20
3.35,6.71,1,38.85,Google,164.12,D,0,90,2025-03-10
7.39,16.58,0,10.0,Instagram,75.44,B,0,171,2025-02-21
5.54,11.59,0,79.46,Google,135.49,C,0,82,2025-06-08
7.55,16.6,0,67.26,Instagram,129.33,D,0,259,2025-01-21
1.53,3.76,1,11.15,Google,33.22,B,1,122,2025-07-08
8.06,23.23,1,36.85,Google,45.32,A,0,58,2025-05-11
5.05,14.82,1,110.92,Google,99.87,C,0,6,2025-01-19
9.6,19.61,0,10.0,Instagram,157.87,C,0,229,2025-03-16
4.87,13.19,0,47.68,Google,101.97,C,0,215,2025-05-16
1.27,3.12,0,48.39,Google,146.94,A,0,166,2025-01-04
8.21,19.08,0,10.0,Google,86.68,A,0,226,2025-02-03
4.66,10.09,0,60.61,Instagram,80.62,D,0,125,2025-06-23
0.5,1.07,1,10.0,Direct,145.56,C,0,187,2025-03-07
5.36,11.98,0,14.85,Google,136.8,A,1,205,2025-03-05
5.58,16.86,1,126.62,Facebook,50.71,C,0,198,2025-06-02
7.69,22.84,0,62.94,Direct,144.16,C,1,172,2025-01-04
0.5,1.46,0,22.03,Google,144.65,D,0,103,2025-02-14
7.87,10.73,0,23.94,Instagram,32.01,D,1,270,2025-04-03
3.81,11.91,1,10.0,Direct,132.39,D,1,249,2025-04-03
9.82,26.03,1,10.0,Facebook,96.0,D,1,233,2025-06-10
0.7,2.07,0,107.31,Google,163.88,D,0,127,2025-01-26
6.36,15.36,1,10.0,Facebook,211.27,D,0,175,2025-07-09
6.03,15.63,1,73.52,Facebook,163.59,D,1,66,2025-05-18
3.94,12.49,1,10.0,Google,42.09,B,1,113,2025-07-24
3.07,9.22,0,42.12,Facebook,-17.0,A,0,84,2025-03-26
4.07,8.28,0,11.01,Google,65.18,C,0,78,2025-07-15
4.13,8.69,1,151.37,Google,179.32,C,0,38,2025-02-05
1.87,5.08,0,183.96,Direct,139.94,D,0,120,2025-04-25
7.48,19.45,0,22.19,Google,50.84,D,0,260,2025-03-25
2.27,4.66,1,86.17,Instagram,104.29,B,1,87,2025-01-14
7.56,18.68,1,16.83,Facebook,126.84,D,0,219,2025-06-05
0.53,1.14,0,69.16,Google,78.88,C,0,79,2025-01-02
4.56,12.72,0,10.0,Direct,111.45,C,0,47,2025-05-13
4.59,16.71,0,51.02,Google,19.07,D,0,94,2025-07-21
4.96,10.15,0,156.15,Google,-3.98,A,1,282,2025-07-14
7.39,20.11,0,10.1,Google,87.57,D,1,294,2025-04-02
4.49,12.18,0,10.0,Facebook,124.24,C,0,235,2025-01-20
3.86,9.25,0,29.54,Instagram,54.87,D,0,127,2025-07-30
4.5,10.41,0,159.42,Google,69.12,C,0,137,2025-01-15
7.45,17.35,0,29.44,Facebook,151.92,B,0,261,2025-07-09
1.99,3.51,1,11.76,Instagram,51.16,C,1,113,2025-05-21
2.45,3.7,0,10.0,Google,145.5,C,0,250,2025-03-14
0.5,1.03,0,22.57,Direct,156.19,A,0,66,2025-06-29
10.0,21.98,0,66.64,Direct,88.17,C,1,180,2025-01-06
2.1,6.04,0,16.94,Direct,86.06,C,0,129,2025-06-28
0.5,0.97,1,29.89,Google,30.25,C,0,196,2025-02-04
2.98,6.66,0,10.26,Facebook,131.19,B,0,154,2025-07-28
3.47,10.53,0,61.12,Google,67.69,A,0,257,2025-07-19
8.66,25.11,0,29.0,Instagram,69.3,B,0,179,2025-04-03
3.84,10.51,0,10.0,Google,25.35,A,0,3,2025-07-12
5.73,17.49,0,20.11,Google,160.63,A,1,34,2025-02-25
0.52,2.0,1,64.21,Google,124.82,B,0,88,2025-04-25
5.52,13.52,0,55.36,Direct,90.86,B,0,261,2025-07-07
0.88,2.46,1,72.1,Direct,117.89,C,1,216,2025-05-24
4.22,10.27,0,119.23,Facebook,66.57,C,1,66,2025-06-04
3.1,7.47,0,36.69,Direct,146.82,A,0,176,2025-04-16
5.15,10.55,0,10.0,Google,89.45,A,0,252,2025-06-24
6.59,22.04,0,33.53,Instagram,83.68,C,0,255,2025-01-10
1.66,4.31,0,10.0,Google,62.22,B,0,221,2025-06-01
2.16,7.05,1,38.62,Google,134.08,C,0,50,2025-01-02
5.48,14.76,0,128.94,Google,141.93,D,1,299,2025-01-27
6.72,13.89,1,204.79,Direct,56.07,C,1,92,2025-05-31
8.54,21.43,1,182.6,Facebook,133.27,B,0,234,2025-06-24
3.82,10.79,0,12.31,Google,101.63,A,0,267,2025-06-28
1.27,3.32,1,57.49,Google,19.32,B,1,223,2025-04-19
5.47,8.7,0,17.52,Google,188.69,B,0,292,2025-05-11
3.01,7.56,0,17.53,Facebook,117.21,A,0,293,2025-01-07
2.69,6.2,0,25.5,Google,69.18,B,0,229,2025-04-12
8.52,19.54,0,53.32,Instagram,13.47,C,0,78,2025-03-30
6.55,11.89,0,10.0,Direct,69.37,A,1,203,2025-05-24
3.18,10.95,0,43.77,Instagram,97.08,B,0,168,2025-07-31
4.95,14.82,1,94.52,Google,92.17,C,0,29,2025-05-27
4.79,9.99,0,50.44,Google,126.71,B,0,13,2025-06-03
5.41,12.93,0,35.63,Google,93.29,B,0,17,2025-04-30
3.99,12.54,0,17.95,Direct,34.04,B,0,26,2025-05-10
0.5,0.84,0,10.0,Instagram,90.26,B,0,98,2025-04-13
2.56,8.41,1,10.0,Google,104.69,D,0,290,2025-02-01
3.67,9.84,0,26.99,Google,150.07,A,0,220,2025-04-12
5.07,13.88,0,59.32,Facebook,101.48,A,0,89,2025-06-10
2.29,5.55,0,28.38,Google,67.46,C,0,33,2025-06-17
5.47,14.87,0,53.65,Instagram,98.15,C,0,95,2025-05-06
4.05,14.08,0,188.79,Direct,37.41,C,0,260,2025-06-04
3.1,7.92,1,147.39,Google,98.31,D,0,102,2025-07-08
1.82,3.93,1,19.21,Google,101.41,D,0,30,2025-06-07
6.12,13.69,0,28.65,Direct,147.5,A,0,173,2025-04-14
6.06,18.32,1,10.0,Direct,189.78,C,1,144,2025-07-01
7.0,18.48,0,22.64,Instagram,121.56,D,0,80,2025-02-28
6.37,16.69,1,79.27,Instagram,107.45,C,1,212,2025-03-16
6.56,14.6,1,93.0,Google,105.9,A,0,153,2025-06-17
5.96,19.1,0,10.0,Google,104.93,D,1,4,2025-07-26
0.6,1.55,0,39.25,Facebook,72.11,B,0,291,2025-03-10
4.3,9.02,1,60.24,Google,126.75,A,0,225,2025-02-12
1.42,2.31,0,49.71,Facebook,94.16,D,0,31,2025-07-27
8.42,15.9,1,59.0,Google,77.78,C,1,281,2025-07-02
4.96,13.42,0,190.23,Facebook,131.96,D,0,126,2025-07-30
8.17,16.84,0,10.0,Direct,61.62,B,1,217,2025-02-12
2.42,3.6,0,63.6,Google,128.86,D,0,281,2025-04-18
4.77,9.92,0,91.12,Instagram,45.4,B,0,257,2025-07-05
5.66,13.73,0,81.77,Instagram,48.9,B,0,290,2025-03-07
4.17,11.67,0,45.37,Direct,56.3,C,0,129,2025-01-14
5.47,6.75,1,68.04,Direct,50.16,B,0,53,2025-07-16
8.71,21.54,1,10.0,Google,113.79,A,0,197,2025-06-21
2.42,7.14,1,49.18,Google,148.52,D,0,4,2025-07-22
0.5,1.03,0,25.21,Google,71.78,D,0,63,2025-05-04
9.0,19.91,1,62.96,Instagram,131.26,B,0,20,2025-03-10
3.02,7.86,0,88.52,Direct,-55.71,A,0,157,2025-03-31
7.81,15.64,0,34.24,Direct,15.4,D,1,293,2025-05-01
6.63,13.54,0,10.0,Google,83.5,D,0,41,2025-06-25
4.46,10.89,0,22.91,Google,90.45,B,0,177,2025-03-15
5.95,15.4,1,37.51,Facebook,187.73,D,1,264,2025-06-05
2.15,5.99,0,10.0,Facebook,117.85,A,0,11,2025-01-01
5.21,13.08,0,10.0,Google,149.16,D,0,206,2025-07-14
6.49,16.22,0,12.84,Direct,126.08,C,1,215,2025-01-18
3.06,8.04,0,97.99,Google,157.43,B,0,8,2025-03-29
4.05,8.35,1,50.12,Google,108.42,D,1,225,2025-03-25
5.78,8.39,0,66.18,Google,72.18,B,0,200,2025-05-17
8.31,17.02,0,74.18,Google,102.25,A,1,121,2025-06-16
4.99,11.27,0,53.2,Facebook,90.52,B,0,234,2025-01-31
3.92,8.2,0,46.06,Google,85.45,A,0,36,2025-07-14
4.63,8.95,0,38.75,Google,99.26,D,0,93,2025-02-12
7.9,23.95,0,70.82,Google,153.03,D,1,189,2025-01-15
3.4,7.08,0,45.49,Facebook,182.09,B,0,12,2025-04-08
3.33,12.76,0,27.66,Google,131.6,C,0,130,2025-04-22
3.75,10.2,0,15.05,Direct,41.63,C,0,172,2025-03-24
6.55,16.4,0,105.27,Facebook,98.72,A,1,172,2025-05-18
6.42,19.68,1,21.17,Direct,180.2,D,0,122,2025-06-24
8.38,30.59,0,91.31,Instagram,58.7,B,1,4,2025-07-05
9.07,26.59,0,12.27,Google,121.79,C,0,199,2025-04-13
5.75,17.58,0,90.42,Facebook,138.19,B,0,55,2025-02-02
6.12,13.33,0,90.87,Direct,124.96,C,0,236,2025-05-24
4.14,11.93,0,10.0,Google,127.38,A,0,190,2025-04-12
4.21,10.37,1,154.35,Google,58.47,A,1,258,2025-03-15
0.5,1.47,0,48.73,Instagram,31.95,C,0,244,2025-03-17
2.17,4.02,0,79.14,Instagram,129.62,D,0,288,2025-05-23
2.22,7.11,0,21.25,Direct,143.2,A,0,156,2025-06-03
5.59,9.87,1,10.0,Google,69.37,C,0,126,2025-02-19
4.19,10.48,1,13.67,Facebook,99.95,D,0,114,2025-07-14
9.86,26.05,1,19.61,Direct,39.65,B,0,124,2025-06-12
9.79,23.53,0,65.07,Facebook,65.72,A,0,4,2025-05-18
7.3,20.05,0,102.52,Google,91.98,D,1,35,2025-04-22
7.34,18.82,0,45.23,Google,122.31,D,0,277,2025-05-28
7.89,20.57,0,39.74,Instagram,61.06,C,0,136,2025-07-17
4.73,10.2,0,69.04,Instagram,126.2,A,0,19,2025-04-08
4.78,10.86,1,14.04,Google,40.46,C,0,86,2025-06-15
2.57,5.13,0,59.07,Facebook,145.64,D,0,26,2025-01-03
4.04,8.38,0,11.33,Instagram,127.89,C,0,46,2025-06-25
7.85,30.88,1,19.94,Direct,69.4,B,1,120,2025-06-21
5.34,13.44,0,67.03,Google,110.8,B,0,100,2025-01-03
4.08,9.61,0,27.05,Facebook,83.2,A,0,11,2025-05-22
4.25,7.0,0,76.72,Direct,74.98,A,0,63,2025-07-29
5.27,12.12,0,74.57,Google,163.6,C,0,250,2025-04-05
7.85,17.43,0,48.54,Google,61.0,D,0,256,2025-06-19
1.73,4.54,0,20.55,Google,136.02,B,0,235,2025-06-24
4.31,12.05,0,10.0,Facebook,45.43,A,0,93,2025-01-20
7.16,19.15,1,19.46,Direct,104.82,D,1,94,2025-05-29
1.4,2.42,0,42.15,Google,53.96,B,0,216,2025-04-15
8.31,27.07,1,30.42,Direct,134.13,C,1,165,2025-03-15
2.92,9.66,1,14.02,Facebook,189.64,C,0,80,2025-01-26
6.68,14.28,0,88.99,Instagram,117.68,A,0,153,2025-04-02
5.22,13.19,0,10.0,Google,104.42,B,0,129,2025-04-19
5.89,18.58,1,120.9,Facebook,117.28,B,1,257,2025-05-28
1.97,3.72,1,62.15,Google,-8.34,B,0,273,2025-01-04
5.3,8.37,1,109.14,Google,149.22,B,1,105,2025-01-01
4.1,7.45,1,72.52,Google,176.55,B,1,274,2025-03-16
8.0,24.42,0,120.9,Facebook,98.01,A,1,283,2025-07-14
3.65,10.94,0,13.22,Facebook,97.15,C,0,181,2025-01-21
4.97,10.77,0,26.76,Instagram,135.31,C,0,144,2025-05-13
4.27,10.48,1,10.0,Google,124.32,D,1,265,2025-01-01
5.97,14.21,0,28.9,Direct,8.18,B,0,46,2025-06-21
8.0,17.42,1,110.55,Direct,58.8,A,1,257,2025-01-21
5.04,13.48,0,114.2,Facebook,181.8,B,1,233,2025-02-26
6.11,20.84,0,23.73,Direct,71.32,C,0,207,2025-02-25
2.42,5.14,1,10.0,Google,186.97,D,1,271,2025-02-24
5.17,13.5,1,23.56,Google,116.36,C,0,130,2025-02-16
1.97,6.05,0,77.36,Google,101.03,A,0,163,2025-01-31
2.76,5.56,0,17.48,Instagram,71.81,C,0,216,2025-03-05
8.12,22.61,1,10.0,Facebook,125.74,B,0,106,2025-04-24
4.8,14.71,0,10.0,Google,62.62,B,0,234,2025-07-30
3.41,6.79,0,17.15,Google,108.62,A,0,255,2025-07-26
5.03,16.15,1,10.0,Direct,76.54,C,0,138,2025-07-12
1.51,4.91,0,27.21,Google,-0.73,C,0,158,2025-07-20
9.32,32.21,1,51.69,Google,135.84,C,1,289,2025-05-03
3.77,10.74,0,134.25,Google,76.51,D,0,44,2025-02-04
5.64,13.07,0,10.0,Facebook,120.47,D,0,235,2025-03-23
4.33,11.68,1,39.45,Facebook,112.33,D,0,228,2025-04-27
4.83,11.76,0,10.0,Direct,159.86,B,0,57,2025-07-08
2.46,6.78,0,24.15,Google,55.17,D,0,287,2025-04-30
4.18,11.38,0,95.17,Google,152.15,B,0,144,2025-07-11
6.68,11.33,1,10.0,Google,24.82,A,1,129,2025-01-22
3.42,9.02,0,13.36,Direct,162.2,A,0,255,2025-03-10
4.66,11.55,0,42.13,Direct,94.47,A,0,232,2025-02-25
9.53,24.16,1,83.23,Direct,148.99,A,1,195,2025-06-16
5.2,10.2,0,23.02,Google,113.4,A,0,274,2025-02-05
2.79,5.57,1,11.5,Facebook,79.13,A,0,79,2025-02-20
7.88,19.95,1,16.78,Google,131.79,B,0,238,2025-01-30
7.13,22.77,1,11.58,Facebook,100.87,C,1,66,2025-01-04
7.19,14.3,1,10.0,Google,92.78,A,0,196,2025-06-08
5.73,10.51,1,38.36,Instagram,60.21,B,0,83,2025-04-30
5.62,17.52,0,20.71,Facebook,129.89,C,0,208,2025-02-24
8.46,21.84,1,122.37,Instagram,16.73,C,0,25,2025-06-27
4.38,14.16,0,16.01,Direct,126.35,B,0,111,2025-05-02
7.53,15.71,0,37.5,Google,105.54,A,0,200,2025-05-31
5.77,16.51,1,124.68,Google,160.44,D,1,138,2025-03-25
7.02,21.48,0,43.47,Facebook,34.54,B,1,34,2025-07-22
5.18,11.19,0,10.0,Google,2.25,A,0,255,2025-03-03
4.38,11.5,0,67.85,Direct,97.93,D,0,33,2025-04-05
3.07,7.59,0,65.98,Google,113.14,D,0,131,2025-01-18
2.85,4.9,0,12.11,Facebook,57.34,C,0,164,2025-04-19
7.83,15.08,1,28.92,Direct,87.31,C,0,68,2025-02-21
3.03,5.34,0,45.39,Instagram,138.48,C,0,1,2025-07-02
6.38,17.98,0,19.02,Direct,88.22,C,1,194,2025-05-02
4.28,10.02,0,66.85,Facebook,89.44,D,0,96,2025-04-19
3.08,7.07,0,10.0,Direct,63.44,A,0,40,2025-06-24
7.74,17.0,1,10.0,Google,42.19,D,0,48,2025-03-10
9.01,26.16,1,78.41,Direct,-37.3,A,1,174,2025-02-10
0.5,1.05,0,10.0,Google,105.95,A,0,16,2025-04-03
5.32,16.74,0,189.81,Facebook,85.43,B,1,4,2025-02-01
6.57,19.11,1,13.23,Direct,48.76,D,1,161,2025-06-19
5.21,11.7,0,10.0,Google,28.5,C,0,287,2025-04-17
10.0,18.13,1,18.39,Google,73.3,B,1,270,2025-03-11
10.0,26.35,0,25.76,Google,169.01,A,1,113,2025-01-23
5.99,19.08,0,10.0,Direct,110.85,C,0,246,2025-01-18
3.15,5.36,1,10.0,Direct,84.26,B,1,51,2025-03-17
2.87,6.66,1,107.55,Instagram,119.54,B,1,286,2025-07-04
0.5,0.77,0,50.41,Facebook,147.73,A,0,72,2025-04-07
7.94,14.28,0,72.65,Instagram,131.06,A,0,129,2025-01-18
2.62,10.06,1,238.99,Facebook,158.22,A,0,26,2025-03-16
6.73,12.94,0,63.4,Instagram,166.12,D,1,218,2025-06-20
6.91,20.03,0,85.24,Google,63.58,C,1,239,2025-01-16
3.82,7.96,0,182.23,Google,75.73,D,0,166,2025-01-21
3.03,4.1,1,222.92,Instagram,78.27,D,1,205,2025-06-15
4.82,11.27,0,23.4,Google,119.06,C,0,154,2025-03-01
4.4,11.42,0,104.46,Instagram,118.83,B,0,246,2025-06-06
7.69,16.94,0,60.74,Facebook,75.48,D,1,90,2025-02-09
10.0,22.65,1,119.3,Google,157.84,B,1,52,2025-04-20
5.88,12.38,0,148.23,Google,173.27,C,0,78,2025-04-21
7.35,22.13,0,10.0,Instagram,132.68,B,0,260,2025-04-07
2.11,6.03,0,32.24,Google,138.82,C,0,187,2025-03-25
8.86,27.18,1,51.94,Direct,118.2,C,0,97,2025-07-03
10.0,26.71,0,63.91,Google,5.06,B,1,249,2025-01-06
6.62,16.77,1,76.3,Google,95.06,D,1,6,2025-03-10
2.99,5.84,1,54.99,Direct,167.29,B,0,227,2025-05-03
4.65,12.21,0,53.52,Facebook,-22.25,C,0,150,2025-02-22
2.52,5.02,0,38.65,Google,209.7,D,0,185,2025-04-10
2.77,5.67,1,12.59,Facebook,69.4,D,0,279,2025-01-07
3.29,8.59,0,14.72,Direct,117.06,B,1,194,2025-01-23
7.98,17.35,0,25.99,Instagram,121.68,D,1,191,2025-01-26
3.64,6.73,1,93.72,Instagram,55.45,C,1,110,2025-06-06
5.65,13.96,0,19.2,Facebook,93.8,D,0,226,2025-06-26
3.35,7.6,0,57.02,Instagram,127.7,B,0,47,2025-05-14
4.47,14.01,1,47.57,Facebook,186.75,B,1,298,2025-03-03
1.23,3.2,1,63.67,Direct,69.04,A,1,2,2025-02-07
2.31,5.6,0,39.84,Facebook,147.61,B,0,292,2025-07-08
5.95,12.71,1,21.86,Google,98.81,C,0,272,2025-07-04
5.51,14.02,1,185.15,Google,61.04,C,1,35,2025-04-22
6.46,16.76,1,232.74,Direct,9.32,C,1,228,2025-03-02
8.46,28.53,1,94.69,Google,74.38,C,1,72,2025-02-08
10.0,23.83,1,10.0,Instagram,68.98,B,1,167,2025-06-22
4.94,11.98,1,82.56,Direct,138.63,C,1,174,2025-07-17
1.77,2.42,0,67.0,Google,82.37,C,0,221,2025-04-21
5.37,15.27,0,28.86,Google,137.4,C,0,177,2025-05-01
9.62,20.34,1,41.67,Instagram,144.04,B,0,164,2025-01-30
3.21,5.66,1,58.71,Direct,2.96,B,0,126,2025-05-01
3.18,8.54,0,51.2,Google,166.87,C,0,246,2025-07-27
4.68,14.39,0,98.57,Google,55.46,C,0,205,2025-06-08
5.88,9.79,0,29.13,Direct,143.51,D,0,199,2025-06-07
7.87,20.43,1,149.95,Google,120.02,C,1,236,2025-01-23
7.21,15.86,0,13.74,Facebook,134.2,A,1,71,2025-03-18
6.52,17.75,0,18.87,Direct,94.6,C,0,201,2025-02-06
0.5,1.15,0,21.78,Google,79.88,C,0,151,2025-07-09
4.7,14.37,1,68.72,Facebook,73.83,B,0,212,2025-01-08
2.52,7.67,1,10.0,Instagram,-21.78,B,0,4,2025-05-11
4.68,11.28,0,80.64,Instagram,165.3,B,0,57,2025-05-26
3.59,10.55,0,36.24,Google,73.54,B,0,151,2025-03-10
4.75,15.31,1,15.1,Direct,200.52,D,1,31,2025-07-15
7.13,9.99,1,42.97,Facebook,37.04,A,1,266,2025-01-07
4.6,11.21,1,10.0,Google,99.9,A,1,149,2025-07-08
0.65,1.36,1,32.38,Google,63.16,A,0,169,2025-07-13
6.62,20.33,1,40.22,Instagram,81.31,C,0,61,2025-07-24
2.96,5.77,1,60.73,Google,112.32,B,1,121,2025-03-17
4.17,12.54,1,82.92,Instagram,75.93,B,0,158,2025-05-18
4.23,10.6,0,10.0,Direct,94.36,C,0,158,2025-02-15
2.12,5.1,0,116.58,Google,71.71,A,0,239,2025-04-24
0.82,1.73,0,136.69,Google,46.31,D,0,254,2025-01-12
5.19,9.88,0,14.01,Direct,126.84,C,0,246,2025-01-25
6.87,16.14,0,89.26,Instagram,13.14,A,1,98,2025-04-14
7.23,19.34,0,75.12,Google,93.52,C,1,275,2025-01-01
0.5,0.77,0,12.59,Instagram,74.06,C,0,105,2025-03-05
4.02,8.13,0,37.82,Facebook,91.95,D,0,9,2025-06-11
6.84,14.55,0,38.5,Google,146.06,A,0,195,2025-05-24
10.0,26.55,1,36.51,Google,131.4,D,1,170,2025-03-12
7.86,14.93,1,43.32,Facebook,77.7,B,0,196,2025-06-09
1.88,3.58,0,10.0,Google,135.05,A,0,173,2025-03-13
3.82,8.88,0,19.03,Google,147.03,B,0,122,2025-05-22
7.93,30.44,0,87.51,Facebook,88.13,D,0,48,2025-07-18
3.0,8.07,0,10.23,Facebook,52.56,B,0,7,2025-07-30
0.5,1.14,0,11.41,Direct,103.71,B,0,184,2025-04-14
3.83,10.57,0,24.09,Instagram,112.56,C,0,156,2025-03-26
4.99,12.08,1,101.51,Instagram,24.64,C,1,234,2025-01-21
6.07,18.13,0,26.32,Google,30.76,B,0,234,2025-05-09
3.64,9.04,1,10.0,Direct,32.51,C,0,30,2025-06-06
6.95,14.01,0,10.0,Google,158.19,C,1,182,2025-06-07
4.19,11.7,0,19.64,Google,94.34,A,0,192,2025-03-14
6.45,22.82,0,15.88,Facebook,120.06,A,0,160,2025-06-23
5.1,19.95,0,10.25,Direct,6.03,A,1,198,2025-04-29
0.5,1.26,0,49.09,Facebook,130.94,C,0,76,2025-06-24
0.5,0.98,0,63.39,Google,164.93,C,0,41,2025-07-03
